nombre,apellido,edad,genero,pais_origen,estado_civil,num_integrantes_familia,dependientes_menores,profesion,sector_industrial,categoria_profesional,nivel_educativo,tipo_contrato,anos_experiencia,meses_empresa_actual,ingresos_anuales,dinero_banco,deudas_totales,invertido_bolsa,invertido_cripto,invertido_propiedades,patrimonio_neto,score_crediticio,gastos_mensuales,renta_pasiva,ratio_deuda_ingreso,interes_compra_dubai,motivo_compra,presupuesto_max,zona_preferida
Jorge,Hernández,56,Hombre,España,Divorciado,1,2,Data Scientist,Alimentación,Director,Licenciatura,Permanente,35,39,142881,114158,161271,318286,45423,0,316596,697,4290,0,112.87,Medio,Inversión,1615159,Zona Costa-Premium
Luis,Alonso,56,Hombre,México,Casado,1,3,Profesor Universitario,Aeroespacial,Director,Master,Permanente,33,8,149742,113566,98824,0,0,665209,679951,582,3514,0,66.0,Alto,Inversión,2761404,Zona Costa-Premium
Rafael,López,56,Hombre,España,Casado,2,0,Marketing Manager,Automotriz,Director,PhD,Permanente,33,56,135654,73345,73288,190511,0,0,190568,613,4167,29020,54.03,Medio,Mixto,1404986,Zona Residencial-Accesible
Francisco,Gil,61,Hombre,Chile,Soltero,3,0,Data Scientist,Retail,Director,Master,Permanente,39,128,148366,136713,27666,162751,0,0,271798,638,4628,0,18.65,Medio,Mixto,1657110,Zona Costa-Premium
Ana,Rodríguez,33,Mujer,Venezuela,Casado,1,2,Ingeniero Software,Turismo,Director,PhD,Temporal,12,75,129255,84426,86797,145959,0,0,143588,564,4100,0,67.15,Bajo,Residencia,1424717,Zona Residencial-Accesible
Raquel,Ortiz,33,Mujer,España,Soltero,1,0,Ingeniero Software,Retail,Director,Master,Permanente,12,26,188607,133438,71475,107846,0,489143,658952,769,5970,55040,37.9,Medio,Residencia,2153062,Zona Centro-Negocios
Rafael,Ramos,33,Hombre,España,Soltero,1,0,Marketing Manager,Consultoría,Mid-Level,Licenciatura,Freelance,11,83,58179,65798,25763,26960,0,0,66995,620,1553,0,44.28,Medio,Residencia,571178,Zona Centro-Negocios
Elena,Ramos,56,Mujer,España,Soltero,2,0,Product Manager,Educación,Director,Licenciatura,Permanente,33,4,130830,144909,148630,235622,0,0,231901,642,2201,0,113.61,Alto,Residencia,1796900,Zona Centro-Negocios
Silvia,Suárez,56,Mujer,España,Casado,1,1,Data Scientist,Tecnología,Director,Master,Permanente,35,98,182164,151595,98433,141601,0,0,194763,619,5138,0,54.04,Medio,Inversión,2208573,Zona Costa-Premium
Antonio,Fernández,56,Hombre,España,Divorciado,2,3,Contador,Inmobiliario,Director,Master,Permanente,35,135,128148,149337,60008,155726,25678,577875,848608,690,3154,0,46.83,Medio,Inversión,3894940,Zona Costa-Premium
Silvia,Alonso,33,Mujer,Argentina,Soltero,1,0,Empresario,Retail,Senior,Master,Permanente,10,139,79674,30054,36924,0,0,0,-6870,585,2177,0,46.34,Medio,Residencia,810894,Zona Centro-Negocios
Sergio,Ramírez,33,Hombre,México,Casado,2,1,Data Scientist,Construcción,Senior,Master,Permanente,10,64,102998,81616,98767,31964,5856,0,20669,668,3220,0,95.89,Medio,Residencia,997448,Zona Sur-Inversión
Ana,Vázquez,61,Mujer,España,Casado,2,2,Médico,Inmobiliario,Director,Master,Permanente,39,134,181201,157520,20124,438977,0,611606,1187979,773,3470,0,11.11,Medio,Residencia,5000000,Zona Centro-Negocios
Silvia,Ramos,31,Mujer,Colombia,Casado,3,0,Diseñador,Consultoría,Senior,PhD,Temporal,8,101,115803,72915,41362,56169,0,0,87722,773,2655,0,35.72,Bajo,Inversión,650229,Zona Residencial-Accesible
Antonio,Blanco,31,Hombre,España,Divorciado,1,3,Arquitecto,Salud,Senior,Master,Freelance,10,118,67885,28978,37321,0,0,0,-8343,567,1614,0,54.98,Medio,Residencia,349064,Zona Tech-Educación
Elena,Molina,56,Mujer,España,Soltero,2,0,Marketing Manager,Aeroespacial,Director,Bachillerato,Permanente,34,164,134541,129156,89838,239935,0,0,279253,550,4093,8686,66.77,Medio,Residencia,1458714,Zona Sur-Inversión
Mónica,Serrano,31,Mujer,Argentina,Soltero,4,0,Analista Financiero,Telecomunicaciones,Senior,Master,Permanente,8,124,83625,66873,21169,19898,3549,0,69151,729,1766,0,25.31,Medio,Mixto,483730,Zona Residencial-Accesible
Miguel,Fernández,33,Hombre,España,Casado,6,0,Diseñador,Consultoría,Senior,Master,Permanente,11,107,116284,38941,73057,116513,62695,0,145092,686,2432,0,62.83,Bajo,Residencia,1159204,Zona Residencial-Accesible
Mónica,Serrano,31,Mujer,Argentina,Casado,3,0,Ingeniero Software,Aeroespacial,Mid-Level,Licenciatura,Permanente,8,32,70890,53467,22986,0,16150,0,46631,697,1258,0,32.42,Bajo,Residencia,391742,Zona Sur-Inversión
Manuel,Molina,31,Hombre,Ecuador,Soltero,2,0,Chef Ejecutivo,Educación,Mid-Level,Licenciatura,Permanente,10,35,59993,12802,12443,45936,11119,0,57414,689,1377,0,20.74,Medio,Vacacional,321617,Zona Tech-Educación
Beatriz,Domínguez,33,No-binario,Chile,Soltero,3,0,Chef Ejecutivo,Alimentación,Director,Master,Permanente,12,27,126438,73198,96811,182346,32423,0,191156,649,2772,0,76.57,Medio,Inversión,1154522,Zona Centro-Negocios
Sara,Díaz,33,Mujer,España,Casado,2,2,Arquitecto,Salud,Mid-Level,Licenciatura,Permanente,11,49,45952,35713,28869,16520,0,0,23364,594,945,0,62.82,Medio,Inversión,512402,Zona Sur-Inversión
Pablo,Serrano,33,Hombre,México,Soltero,1,0,Analista Financiero,Tecnología,Mid-Level,Licenciatura,Permanente,11,140,61748,30420,23442,0,0,0,6978,695,1187,0,37.96,Bajo,Residencia,738389,Zona Residencial-Accesible
Antonio,Díaz,31,Hombre,España,Casado,2,2,Product Manager,Automotriz,Senior,Master,Temporal,9,138,69711,9339,11155,10441,0,0,8625,718,1748,0,16.0,Medio,Vacacional,440059,Zona Sur-Inversión
Beatriz,García,56,Mujer,Uruguay,Divorciado,6,3,Contador,Educación,Director,Master,Permanente,34,58,158718,176189,115539,354710,39634,1211664,1666658,665,4960,0,72.8,Alto,Inversión,5000000,Zona Costa-Premium
Francisco,Castro,33,Hombre,Venezuela,Casado,3,0,Profesor Universitario,Aeroespacial,Senior,Master,Temporal,10,71,84303,47115,56734,92157,0,0,82538,628,1537,0,67.3,Bajo,Residencia,908480,Zona Residencial-Accesible
Manuel,Romero,33,Hombre,España,Casado,2,1,Médico,Turismo,Senior,Master,Permanente,11,14,66793,30815,95379,32961,0,0,-31603,652,1255,12333,142.8,Bajo,Inversión,538165,Zona Residencial-Accesible
Javier,López,31,Hombre,Perú,Casado,5,2,Empresario,Educación,Senior,Master,Permanente,8,18,102826,31771,8899,54941,3159,385632,466604,745,2312,0,8.65,Medio,Residencia,1041392,Zona Residencial-Accesible
Pedro,Moreno,33,Hombre,España,Casado,2,0,Diseñador,Legal,Senior,Master,Temporal,11,165,99880,90832,96555,0,0,0,-5723,568,1804,0,96.67,Bajo,Inversión,811298,Zona Sur-Inversión
Ricardo,Álvarez,33,Hombre,España,Casado,2,2,Marketing Manager,Inmobiliario,Mid-Level,Bachillerato,Permanente,10,149,47557,31966,50037,70225,0,0,52154,550,979,6530,105.21,Bajo,Inversión,453655,Zona Residencial-Accesible
Jorge,Suárez,33,Hombre,España,Casado,3,1,Empresario,Finanzas,Mid-Level,Licenciatura,Temporal,10,100,46706,19638,30444,47479,0,0,36673,568,1360,7019,65.18,Bajo,Inversión,502112,Zona Sur-Inversión
Andrés,Domínguez,61,Hombre,España,Casado,3,2,Abogado,Telecomunicaciones,Director,Bachillerato,Permanente,39,17,137991,179271,31442,130087,0,0,277916,728,2846,0,22.79,Bajo,Inversión,2056489,Zona Centro-Negocios
Isabel,Jiménez,61,Mujer,USA (Miami),Casado,2,1,Ingeniero Software,Inmobiliario,C-Level,Master,Permanente,39,78,161112,92656,29741,295312,0,1381297,1739524,695,3995,0,18.46,Alto,Inversión,5000000,Zona Centro-Negocios
Fernando,Ramos,33,Hombre,España,Soltero,2,0,Ingeniero Civil,Turismo,Senior,PhD,Temporal,10,166,81428,80077,48140,109445,0,0,141382,631,1531,0,59.12,Bajo,Inversión,952637,Zona Residencial-Accesible
Alberto,Rodríguez,31,Hombre,Chile,Soltero,2,0,Piloto,Legal,Senior,Master,Permanente,8,51,88831,55112,34324,8076,3214,215995,248073,684,2447,0,38.64,Alto,Inversión,631141,Zona Residencial-Accesible
Miguel,Vázquez,33,Hombre,Uruguay,Casado,3,1,Ingeniero Software,Tecnología,Senior,Licenciatura,Temporal,12,13,79328,42776,78380,75174,20856,0,60426,550,2258,21080,98.8,Medio,Residencia,739294,Zona Tech-Educación
Silvia,Hernández,31,Mujer,Chile,Soltero,1,0,Piloto,Alimentación,Senior,Master,Temporal,8,8,73951,57788,17418,0,19474,0,59844,730,1813,19289,23.55,Bajo,Mixto,473818,Zona Centro-Negocios
Fernando,Suárez,56,Hombre,España,Divorciado,3,2,Ingeniero Civil,Educación,Director,Master,Permanente,34,7,187814,158023,97634,94718,0,0,155107,674,4430,54454,51.98,Bajo,Vacacional,2244911,Zona Centro-Negocios
Carlos,Jiménez,33,Hombre,Colombia,Casado,1,1,Marketing Manager,Inmobiliario,Director,Master,Permanente,12,60,188180,141357,37411,182437,0,0,286383,767,3199,0,19.88,Alto,Residencia,1590061,Zona Centro-Negocios
Javier,Domínguez,56,Hombre,México,Casado,2,2,Product Manager,Construcción,Director,PhD,Temporal,33,178,189137,78635,156630,171128,46613,668379,808125,604,5879,0,82.81,Alto,Mixto,3915691,Zona Costa-Premium
María,Serrano,61,Mujer,Chile,Casado,2,1,Marketing Manager,Automotriz,Director,Licenciatura,Temporal,40,125,114733,88172,23212,205251,0,0,270211,752,3501,30628,20.23,Alto,Residencia,1565626,Zona Sur-Inversión
María,Blanco,33,Mujer,España,Casado,6,2,Product Manager,Salud,Senior,Master,Permanente,11,40,86124,29743,74333,125867,0,0,81277,559,1650,0,86.31,Medio,Residencia,810470,Zona Centro-Negocios
Sara,Moreno,33,Mujer,Argentina,Casado,3,2,Diseñador,Alimentación,Mid-Level,Bachillerato,Permanente,11,2,57741,43298,50438,46537,0,0,39397,629,1497,0,87.35,Bajo,Inversión,685835,Zona Sur-Inversión
Lucía,González,33,Mujer,Colombia,Casado,4,2,Contador,Tecnología,Mid-Level,Licenciatura,Permanente,10,145,38745,18587,26021,0,16073,0,8639,550,935,0,67.16,Bajo,Residencia,339514,Zona Sur-Inversión
Mónica,Gómez,31,Mujer,Colombia,Casado,3,2,Contador,Turismo,Senior,PhD,Permanente,9,109,84287,29080,34050,38386,21982,0,55398,631,2579,0,40.4,Bajo,Residencia,481097,Zona Sur-Inversión
Daniel,Pérez,61,Hombre,Venezuela,Divorciado,6,1,Desarrollador,Inmobiliario,Director,Master,Temporal,40,157,126300,132448,41812,161822,0,0,252458,692,2823,0,33.11,Medio,Mixto,1314820,Zona Centro-Negocios
Teresa,Ortiz,33,Mujer,España,Divorciado,1,2,Director Comercial,Construcción,Director,Master,Permanente,12,21,189159,88049,60005,263321,0,0,291365,788,3612,0,31.72,Medio,Inversión,1619750,Zona Sur-Inversión
Carlos,Rubio,31,Hombre,España,Soltero,3,0,Gerente de Proyecto,Retail,Senior,Master,Permanente,8,139,69229,26656,37560,0,10718,0,-186,632,1858,0,54.25,Bajo,Inversión,397766,Zona Tech-Educación
Cristina,Gómez,56,Mujer,México,Casado,4,3,Gerente de Proyecto,Energía,Director,PhD,Temporal,33,96,176985,124522,141664,97968,44385,1098018,1223229,642,3036,0,80.04,Medio,Mixto,5000000,Zona Costa-Premium
Lucía,Muñoz,31,Mujer,España,Divorciado,3,1,Diseñador,Turismo,Mid-Level,Licenciatura,Freelance,9,160,65215,29721,34435,43786,0,0,39072,550,1293,0,52.8,Bajo,Residencia,472246,Zona Sur-Inversión
Alejandro,García,31,Hombre,España,Casado,4,2,Gerente de Proyecto,Salud,Senior,Master,Permanente,10,175,72591,40215,31560,0,0,0,8655,667,1468,0,43.48,Bajo,Mixto,497817,Zona Sur-Inversión
Fernando,López,33,Hombre,España,Casado,3,1,Consultor,Alimentación,Director,Master,Permanente,12,55,112738,46801,41458,100218,0,353769,459330,745,3616,0,36.77,Alto,Inversión,1926850,Zona Sur-Inversión
Pablo,Suárez,56,Hombre,Chile,Casado,4,0,Analista Financiero,Inmobiliario,Director,Master,Temporal,33,153,126440,191040,168951,96022,0,0,118111,636,2960,0,133.62,Bajo,Inversión,1772783,Zona Sur-Inversión
Ana,Jiménez,33,Mujer,Perú,Soltero,1,0,Director Comercial,Salud,Mid-Level,Licenciatura,Freelance,11,99,57892,63118,27218,24387,16025,138198,214510,698,1215,0,47.02,Alto,Residencia,763376,Zona Residencial-Accesible
Carmen,Serrano,56,Mujer,España,Soltero,2,0,Desarrollador,Retail,Director,Master,Permanente,33,55,123393,243798,155355,262311,0,0,350754,596,2174,0,125.9,Bajo,Residencia,1601403,Zona Centro-Negocios
Ana,Muñoz,31,Mujer,España,Casado,2,1,Contador,Construcción,Mid-Level,Licenciatura,Permanente,10,139,55175,20311,32000,2155,0,0,-9534,550,966,3368,58.0,Bajo,Inversión,408544,Zona Centro-Negocios
Miguel,Domínguez,33,Hombre,España,Casado,4,2,Analista Financiero,Turismo,Mid-Level,Licenciatura,Permanente,11,164,44724,14548,25552,30837,0,0,19833,575,1084,0,57.13,Bajo,Mixto,470248,Zona Tech-Educación
Andrea,Romero,33,Mujer,México,Soltero,2,0,Ingeniero Software,Telecomunicaciones,Director,Master,Permanente,12,11,167569,132278,92692,93323,50817,0,183726,683,4365,0,55.32,Alto,Vacacional,1419185,Zona Centro-Negocios
Sara,Ramírez,61,Mujer,Chile,Casado,3,1,Consultor,Construcción,Director,Licenciatura,Permanente,39,30,122560,127223,14734,91268,0,896634,1100391,798,2478,0,12.02,Alto,Inversión,5000000,Zona Centro-Negocios
Raquel,Ramos,31,Mujer,España,Soltero,2,0,Ingeniero Civil,Alimentación,Mid-Level,Licenciatura,Temporal,10,113,45374,20941,30103,33172,0,0,24010,550,968,7035,66.34,Bajo,Mixto,320306,Zona Residencial-Accesible
Sara,López,31,Mujer,Argentina,Divorciado,4,1,Data Scientist,Aeroespacial,Mid-Level,Licenciatura,Permanente,8,8,64811,15880,32213,27848,0,0,11515,560,2086,8277,49.7,Bajo,Residencia,497409,Zona Sur-Inversión
Daniel,Alonso,61,Hombre,España,Casado,1,1,Marketing Manager,Salud,C-Level,Master,Permanente,39,7,189088,128283,46012,217688,0,0,299959,660,3821,0,24.33,Bajo,Vacacional,2687345,Zona Centro-Negocios
Mónica,Ramírez,61,Mujer,Ecuador,Casado,3,0,Analista Financiero,Legal,Director,PhD,Permanente,38,166,164398,279656,39159,102037,0,0,342534,832,4138,13473,23.82,Medio,Vacacional,2302169,Zona Costa-Premium
Silvia,Hernández,56,Mujer,USA (Miami),Soltero,3,0,Abogado,Alimentación,Director,Master,Permanente,34,8,105111,204845,66084,152543,0,554050,845354,679,3278,0,62.87,Medio,Mixto,3846380,Zona Costa-Premium
Ana,Sánchez,31,Mujer,Venezuela,Casado,2,1,Director Comercial,Tecnología,Mid-Level,Licenciatura,Temporal,8,5,48744,20385,30562,21149,11607,0,22579,624,1301,0,62.7,Bajo,Inversión,251306,Zona Tech-Educación
Jorge,Gil,33,Hombre,España,Divorciado,3,0,Farmacéutico,Retail,Mid-Level,Licenciatura,Permanente,10,77,44213,31373,42942,47725,0,0,36156,550,1193,0,97.13,Bajo,Residencia,354177,Zona Residencial-Accesible
Daniel,Díaz,33,Hombre,México,Casado,1,3,Marketing Manager,Inmobiliario,Senior,Master,Permanente,11,18,81244,33370,88793,107201,0,245594,297372,550,2077,0,109.29,Medio,Inversión,1456112,Zona Sur-Inversión
Laura,Ramírez,56,Mujer,España,Casado,4,1,Marketing Manager,Tecnología,Director,PhD,Permanente,33,157,209879,109100,144176,368832,0,0,333756,632,5422,0,68.69,Medio,Inversión,2589143,Zona Centro-Negocios
Patricia,Pérez,31,Mujer,Argentina,Casado,2,1,Empresario,Retail,Mid-Level,Licenciatura,Temporal,9,69,50713,12215,10676,22608,10074,0,34221,561,1396,0,21.05,Medio,Vacacional,325000,Zona Tech-Educación
Marta,Molina,31,Mujer,España,Soltero,4,0,Contador,Energía,Mid-Level,Bachillerato,Temporal,10,44,36905,5956,29517,24295,5812,0,6546,616,858,0,79.98,Bajo,Residencia,198006,Zona Sur-Inversión
Alejandro,Ramírez,33,Hombre,Colombia,Soltero,2,0,Consultor,Retail,Mid-Level,Licenciatura,Permanente,11,177,71092,42776,41544,0,0,0,1232,647,1860,0,58.44,Medio,Residencia,809449,Zona Centro-Negocios
Antonio,Fernández,31,Hombre,Argentina,Casado,1,1,Diseñador,Construcción,Mid-Level,Licenciatura,Permanente,10,45,48399,9026,43962,0,0,0,-34936,550,846,0,90.83,Medio,Inversión,275544,Zona Sur-Inversión
Sofía,Fernández,56,Mujer,México,Soltero,2,0,Ingeniero Civil,Alimentación,Director,Licenciatura,Temporal,35,101,148859,80107,58348,355671,0,0,377430,779,4416,0,39.2,Medio,Inversión,1747345,Zona Centro-Negocios
Andrea,Romero,56,Mujer,Chile,Soltero,4,0,Diseñador,Salud,Director,Licenciatura,Permanente,34,55,160045,108664,79724,105224,59020,590863,784047,689,4514,0,49.81,Medio,Mixto,3681786,Zona Costa-Premium
Alejandro,Domínguez,56,Hombre,México,Casado,3,3,Consultor,Educación,Director,Licenciatura,Permanente,35,176,118489,153638,152850,113699,0,0,114487,550,3454,0,129.0,Medio,Mixto,1480401,Zona Residencial-Accesible
Alberto,Castro,33,Hombre,España,Casado,2,1,Analista Financiero,Educación,Senior,PhD,Permanente,10,167,115500,44087,69628,34735,0,665355,674549,638,2967,0,60.28,Alto,Vacacional,2602219,Zona Centro-Negocios
Laura,Ruiz,56,Mujer,Argentina,Divorciado,5,1,Arquitecto,Energía,Director,Bachillerato,Temporal,35,94,80864,73987,83516,119268,0,0,109739,690,2059,0,103.28,Bajo,Inversión,911854,Zona Centro-Negocios
Carlos,Gutiérrez,31,Hombre,Venezuela,Soltero,2,0,Chef Ejecutivo,Finanzas,Senior,Master,Permanente,9,62,89116,27793,33332,44286,0,0,38747,748,1655,0,37.4,Bajo,Residencia,454315,Zona Centro-Negocios
Laura,Ruiz,31,Mujer,Argentina,Viudo,2,0,Director Comercial,Salud,Mid-Level,Licenciatura,Permanente,8,153,68059,39144,18575,30699,11729,235802,298799,571,1553,0,27.29,Medio,Vacacional,779203,Zona Sur-Inversión
Rafael,Pérez,33,Hombre,Argentina,Casado,1,2,Arquitecto,Aeroespacial,Senior,Master,Permanente,10,84,112412,34950,38701,89347,0,0,85596,741,2098,0,34.43,Medio,Inversión,1188884,Zona Sur-Inversión
Laura,Torres,31,Mujer,Perú,Casado,1,0,Contador,Tecnología,Senior,PhD,Freelance,9,62,89958,39716,11849,1413,0,0,29280,729,2156,22064,13.17,Medio,Residencia,643669,Zona Residencial-Accesible
Laura,Ramírez,31,Mujer,México,Soltero,2,0,Contador,Salud,Mid-Level,Licenciatura,Temporal,9,46,39111,11548,29856,0,11022,150809,143523,550,737,0,76.34,Medio,Inversión,383460,Zona Tech-Educación
Mónica,Muñoz,33,Mujer,Uruguay,Casado,1,0,Ingeniero Civil,Salud,Senior,Licenciatura,Freelance,12,89,91055,71953,45413,116244,51125,0,193909,799,2399,13096,49.87,Medio,Residencia,1037315,Zona Residencial-Accesible
Miguel,Castro,61,Hombre,España,Divorciado,2,1,Médico,Tecnología,Director,Master,Freelance,38,107,112391,51021,42767,268954,36255,0,313463,774,2483,0,38.05,Medio,Vacacional,1572729,Zona Costa-Premium
Mónica,Ortiz,61,Mujer,México,Casado,4,1,Desarrollador,Energía,Director,Licenciatura,Temporal,40,9,154537,149341,46423,207098,0,909141,1219157,834,3006,0,30.04,Medio,Residencia,5000000,Zona Centro-Negocios
Alejandro,Molina,33,Hombre,España,Soltero,2,0,Ingeniero Software,Legal,Senior,PhD,Permanente,11,162,104097,99686,86655,133883,0,0,146914,704,3108,0,83.24,Bajo,Residencia,1116559,Zona Sur-Inversión
Pedro,Martínez,31,Hombre,México,Casado,2,1,Consultor,Energía,Mid-Level,Licenciatura,Permanente,10,13,51612,15957,25546,37205,0,0,27616,561,1629,0,49.5,Bajo,Residencia,301402,Zona Residencial-Accesible
Marta,Gómez,31,No-binario,España,Casado,2,1,Data Scientist,Turismo,Mid-Level,Licenciatura,Permanente,8,16,46655,25066,14274,0,0,0,10792,612,1550,0,30.59,Bajo,Mixto,358524,Zona Residencial-Accesible
Marta,Castro,33,Mujer,España,Soltero,1,0,Analista Financiero,Legal,Director,PhD,Permanente,12,179,167301,82312,38477,133131,0,0,176966,720,5489,0,23.0,Medio,Inversión,1819995,Zona Centro-Negocios
Sara,Álvarez,31,Mujer,España,Divorciado,1,1,Data Scientist,Construcción,Senior,PhD,Permanente,9,64,126651,19013,21044,12436,16390,0,26795,780,3073,0,16.62,Medio,Inversión,874165,Zona Residencial-Accesible
David,Ruiz,31,Hombre,España,Casado,3,3,Piloto,Finanzas,Mid-Level,Licenciatura,Temporal,9,62,54065,7789,32785,29221,12069,0,16294,550,992,0,60.64,Medio,Inversión,335592,Zona Tech-Educación
Andrés,González,56,Hombre,España,Casado,3,1,Farmacéutico,Automotriz,Director,Master,Temporal,34,11,110405,77275,166781,223446,0,0,133940,557,2851,0,151.06,Bajo,Residencia,1323459,Zona Sur-Inversión
Luis,Ramírez,33,Hombre,Chile,Soltero,1,0,Product Manager,Tecnología,Senior,Licenciatura,Temporal,12,13,87915,37848,95360,30907,20327,0,-6278,581,2880,0,108.47,Bajo,Inversión,887149,Zona Sur-Inversión
Silvia,Ramírez,31,Mujer,España,Soltero,2,0,Ingeniero Software,Energía,Mid-Level,Licenciatura,Permanente,10,119,49285,7687,17132,33445,6593,0,30593,654,1084,0,34.76,Bajo,Mixto,307282,Zona Sur-Inversión
Elena,Gómez,56,Mujer,España,Divorciado,3,1,Abogado,Automotriz,Director,Licenciatura,Permanente,35,49,131281,77428,60914,0,0,1052152,1068666,772,2473,0,46.4,Medio,Inversión,4323402,Zona Centro-Negocios
Andrea,Muñoz,56,Mujer,España,Soltero,4,0,Ingeniero Software,Energía,Director,Bachillerato,Permanente,34,160,83052,70807,160012,104814,0,539538,555147,550,2070,17412,192.66,Alto,Inversión,2277454,Zona Centro-Negocios
Raquel,López,33,Mujer,España,Casado,2,0,Desarrollador,Construcción,Mid-Level,Licenciatura,Permanente,11,20,40954,16939,41639,36003,0,0,11303,550,779,0,101.67,Medio,Residencia,392416,Zona Residencial-Accesible
Javier,Gil,31,Hombre,USA (Miami),Casado,2,1,Empresario,Educación,Mid-Level,Licenciatura,Permanente,8,29,62760,17651,23434,0,17154,0,11371,599,1826,17372,37.34,Bajo,Inversión,392046,Zona Residencial-Accesible
Sergio,Navarro,61,Hombre,Chile,Soltero,3,0,Arquitecto,Construcción,Director,Master,Permanente,39,153,144605,280280,15649,342013,0,0,606644,706,4016,0,10.82,Alto,Residencia,2598813,Zona Centro-Negocios
Carlos,García,56,Hombre,Chile,Casado,2,1,Analista Financiero,Educación,Director,Master,Permanente,35,118,137514,180385,92747,102617,0,926080,1116335,571,2323,8508,67.45,Alto,Inversión,4537159,Zona Costa-Premium
Javier,García,31,Hombre,España,Casado,4,1,Chef Ejecutivo,Legal,Senior,Master,Permanente,8,140,121130,13760,8378,25031,0,0,30413,722,2209,0,6.92,Bajo,Inversión,859192,Zona Sur-Inversión
Alberto,Gómez,33,Hombre,España,Viudo,1,0,Farmacéutico,Legal,Senior,Licenciatura,Temporal,12,156,69330,71949,91108,69235,0,0,50076,550,2117,0,131.41,Bajo,Residencia,756737,Zona Residencial-Accesible
Lucía,Domínguez,33,Mujer,España,Casado,4,2,Product Manager,Inmobiliario,Mid-Level,Licenciatura,Permanente,11,151,68390,24014,44788,55619,18546,190398,243789,550,1413,0,65.49,Medio,Mixto,1086403,Zona Centro-Negocios
Ricardo,Fernández,33,Hombre,Argentina,Divorciado,1,2,Profesor Universitario,Construcción,Senior,Master,Temporal,10,172,114209,62645,64486,0,42332,366204,406695,564,2849,9268,56.46,Medio,Inversión,1715533,Zona Centro-Negocios
Cristina,Alonso,33,Mujer,Chile,Casado,3,2,Product Manager,Telecomunicaciones,Senior,Licenciatura,Permanente,12,94,86537,43639,65472,66954,0,0,45121,627,1667,0,75.66,Medio,Mixto,739761,Zona Tech-Educación
Ricardo,López,33,Hombre,Perú,Soltero,2,0,Médico,Tecnología,Mid-Level,Licenciatura,Temporal,11,91,53409,63289,17877,31658,29510,0,106580,683,1543,0,33.47,Bajo,Mixto,611128,Zona Centro-Negocios
Silvia,Serrano,56,No-binario,España,Soltero,1,0,Analista Financiero,Turismo,Director,Master,Temporal,35,29,112803,158289,167321,58518,0,450757,500243,700,3292,0,148.33,Medio,Mixto,2889437,Zona Centro-Negocios
Lucía,Domínguez,33,Mujer,España,Casado,3,1,Piloto,Turismo,Senior,Licenciatura,Permanente,12,80,78412,47596,43250,35444,42352,0,82142,550,2089,0,55.16,Bajo,Mixto,749044,Zona Centro-Negocios
Carmen,Domínguez,31,Mujer,España,Casado,2,1,Arquitecto,Finanzas,Mid-Level,Licenciatura,Permanente,10,87,56361,29892,12018,9141,0,0,27015,576,1251,0,21.32,Bajo,Residencia,345815,Zona Residencial-Accesible
Antonio,Romero,31,Hombre,Colombia,Casado,2,0,Piloto,Consultoría,Senior,Master,Permanente,8,100,86803,22075,38021,36522,0,0,20576,717,2249,0,43.8,Medio,Mixto,454374,Zona Sur-Inversión
Silvia,Blanco,33,Mujer,España,Divorciado,3,2,Ingeniero Software,Automotriz,Director,Master,Permanente,12,20,182103,94864,74793,107012,0,0,127083,677,3477,0,41.07,Medio,Residencia,1497271,Zona Centro-Negocios
Isabel,Serrano,33,Mujer,México,Soltero,2,0,Diseñador,Retail,Senior,PhD,Permanente,10,152,77243,31688,36186,20286,0,0,15788,582,2484,0,46.85,Medio,Mixto,772127,Zona Tech-Educación
Andrés,Gómez,31,Hombre,Perú,Casado,3,2,Consultor,Legal,Mid-Level,Licenciatura,Permanente,10,120,48458,7512,8175,6082,5887,0,11306,622,1484,8296,16.87,Bajo,Inversión,353500,Zona Residencial-Accesible
Andrés,Martín,56,Hombre,Colombia,Casado,1,0,Profesor Universitario,Automotriz,Director,Bachillerato,Permanente,35,9,139025,217944,148921,88018,0,947526,1104567,611,2769,0,107.12,Alto,Residencia,5000000,Zona Costa-Premium
David,Rodríguez,31,Hombre,España,Casado,3,1,Arquitecto,Energía,Senior,Master,Permanente,8,12,71307,27004,40557,0,20805,0,7252,550,1946,0,56.88,Medio,Inversión,536412,Zona Residencial-Accesible
Teresa,Hernández,56,Mujer,España,Casado,3,0,Abogado,Aeroespacial,Director,Bachillerato,Permanente,34,33,108237,72269,131654,213655,16491,0,170761,630,2255,7750,121.63,Bajo,Residencia,1221331,Zona Centro-Negocios
Silvia,Ramírez,56,Mujer,Chile,Casado,2,3,Data Scientist,Aeroespacial,Director,PhD,Permanente,33,3,186675,167463,158811,238565,0,919451,1166668,696,3616,0,85.07,Alto,Inversión,5000000,Zona Centro-Negocios
Teresa,Gutiérrez,31,Mujer,México,Soltero,1,0,Ingeniero Civil,Alimentación,Mid-Level,Licenciatura,Permanente,10,66,49659,38041,32690,0,14867,0,20218,585,1018,0,65.83,Bajo,Mixto,249304,Zona Tech-Educación
Miguel,Martín,56,Hombre,Colombia,Casado,2,1,Farmacéutico,Retail,C-Level,PhD,Permanente,34,96,296374,146968,177511,703591,0,0,673048,742,7630,0,59.89,Alto,Residencia,3684280,Zona Costa-Premium
